itemId,title,genres
2281,We Are Water,Fiction|Contemporary|Audiobook|Literary Fiction|Family|Adult Fiction|Lgbt|Abandoned|Novels|Adult
2282,Max ,
2283,Halo,Paranormal|Angels|Young Adult|Fantasy|Romance|Fantasy|Paranormal
2284,The Inheritance of Loss,Fiction|Cultural|India|Historical|Historical Fiction
2285,A Darkness at Sethanon ,
2286,Die Leiden des jungen Werthers,
2287,At Grave's End,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy
2288,Don't Let's Go to the Dogs Tonight: An African Childhood,Autobiography|Memoir|Nonfiction|Cultural|Africa|Biography
2289,Beauty: A Retelling of the Story of Beauty and the Beast,Fantasy|Romance|Fantasy|Fairy Tales|Young Adult|Retellings
2290,Eating Animals,Nonfiction|Food and Drink|Food|Philosophy|Animals|Health|Food and Drink|Vegan|Environment|Science|Autobiography|Memoir|Vegetarian|Vegetarianism
2291,Flyte,
2293,The Girl of Fire and Thorns,Fantasy|Young Adult|Did Not Finish
2294,Enclave,Science Fiction|Dystopia|Young Adult|Horror|Zombies|Science Fiction
2295,Longitude,
2296,Unnatural Exposure,Mystery|Fiction|Mystery|Crime|Thriller
2297,Faust. Eine Tragödie,
2298,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,
2299,Fool's Fate,Fantasy|Fantasy|Dragons|Fiction|Fantasy|Magic|Epic
2300,Welcome to Lovecraft,
2301,The Ask and the Answer,Young Adult|Science Fiction|Dystopia|Science Fiction|Fantasy
2302,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,
2303,Bloody Bones,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Romance|Horror
2304,This Side of Paradise,Classics|Fiction|Literature
2305,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,
2306,Every Which Way But Dead,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Paranormal|Witches|Fantasy|Magic
2307,Eligible,
2308,Seven Days in the Art World,Art|Nonfiction|Art|Art History
2309,The Children of Húrin,
2310,The Total Money Makeover: A Proven Plan for Financial Fitness,Nonfiction|Economics|Finance|Finance|Personal Finance|Business|Self Help|Currency|Money
2311,Mr. Popper's Penguins,
2312,Shadow Puppets,Science Fiction|Fiction|Science Fiction Fantasy
2313,The Magician's Land,Fantasy|Fiction|Fantasy|Magic|Fantasy|Urban Fantasy
2314,Light in August,Fiction|Classics|Literature|Literature|American
2315,The Trumpet of the Swan,
2316,Tenth of December,Short Stories|Fiction|Contemporary|Literary Fiction
2317,Night Pleasures,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy|Paranormal|Vampires|Fantasy|Urban Fantasy
2318,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,
2319,Don't Judge a Girl by Her Cover,Young Adult|Mystery|Romance|Spy Thriller|Espionage
2320,Chronicles: Volume One,
2321,The Lost Continent: Travels in Small-Town America,
2322,Dreams of Joy (Shanghai Girls #2),
2323,Tell Me Your Dreams,Fiction|Thriller|Mystery|Suspense
2324,By the Shores of Silver Lake,
2325,The Player of Games,Science Fiction|Fiction|Space|Space Opera
2326,The Cricket in Times Square,
2327,The Five Dysfunctions of a Team,
2328,Junky,
2329,Getting to Yes: Negotiating agreement without giving in,
2330,Mile high (Up In The Air #2),
2331,November 9,
2332,Everything We Keep,Fiction|Mystery|Romance|Contemporary
2333,The Mighty Storm,Romance|Romance|Contemporary Romance|Contemporary|New Adult
2334,The Song of Achilles,Historical|Historical Fiction|Fantasy|Fantasy|Mythology|Lgbt|Fiction|Romance|Historical
2335,The Girl with the Lower Back Tattoo,Nonfiction|Autobiography|Memoir|Humor|Audiobook|Biography|Humor|Comedy|Biography|Autobiography|Humor|Funny|Biography Memoir|Adult
2336,भगवद्गीता [Bhagavadgītā],
2337,The New York Trilogy,
2338,Esperanza Rising,Historical|Historical Fiction|Young Adult|Fiction|Childrens|Middle Grade|Childrens|Cultural
2339,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",
2340,Sex and the City,Womens Fiction|Chick Lit|Fiction|Romance|Contemporary
2341,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",
2342,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,
2343,The Watsons Go to Birmingham - 1963,Historical|Historical Fiction|Young Adult|Fiction|Childrens|Historical|Childrens|Middle Grade
2344,Factotum,Fiction|Classics|Novels|Literature|Literature|American
2345,The Immortal Rules,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy|Science Fiction|Dystopia
2346,Columbine,Nonfiction|Crime|True Crime|History|Psychology|Audiobook
2347,Lasher,Horror|Fantasy|Fiction|Fantasy|Paranormal|Paranormal|Witches
2348,Yellow Crocus,Historical|Historical Fiction|Fiction|Historical
2349,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,
2350,The Chaperone,Historical|Historical Fiction|Fiction|Historical|Audiobook
2351,All That Remains,Mystery|Mystery|Crime|Fiction|Thriller
2352,The Regulators,
2353,The Sandman: Season of Mists,
2354,Judge & Jury,
2355,Silas Marner: The Weaver of Raveloe,
2356,Origin,Young Adult|Fantasy|Paranormal|Romance|Science Fiction|Aliens|Fantasy|Science Fiction
2357,The Botany of Desire: A Plant's-Eye View of the World,Nonfiction|Science|Food and Drink|Food|Environment|Nature|History|Gardening
2358,Beautiful Redemption,
2359,The Distant Hours,Historical|Historical Fiction|Fiction|Mystery|Historical|Gothic
2360,I Let You Go,Mystery|Fiction|Thriller|Thriller|Mystery Thriller|Mystery|Crime|Suspense
2361,Kidnapped,Classics|Fiction|Adventure|Historical|Historical Fiction|Young Adult|Literature|Cultural|Scotland|Historical|Novels|Childrens
2362,"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games|Sports|Nonfiction|Football
2363,Beautiful Boy: A Father's Journey Through His Son's Meth Addiction,
2364,"The Vincent Brothers (The Vincent Boys, #1)",
2365,The Cask of Amontillado,Classics|Short Stories|Horror|Fiction|Academic|School
2366,Metamorphoses,
2367,In the Time of the Butterflies,Historical|Historical Fiction|Fiction|Historical
2368,Gap Creek : The Story Of A Marriage (Oprah's Book Club),
2369,Half-Blood,Fantasy|Young Adult|Fantasy|Paranormal|Fantasy|Mythology|Romance|Romance|Paranormal Romance
2370,The Legend of Sleepy Hollow,
2371,"Bitter is the New Black : Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",
2372,The Witness,Romance|Romance|Romantic Suspense|Mystery|Fiction|Suspense|Contemporary
2373,Blindsighted,Mystery|Thriller|Mystery|Crime|Fiction|Suspense|Thriller|Mystery Thriller
2374,Angle of Repose,Fiction|Historical|Historical Fiction|Classics|Literature
2375,"Tinker, Tailor, Soldier, Spy",Fiction|Mystery|Thriller|Spy Thriller|Espionage|Classics
2376,Lord Brocktree,Fantasy|Young Adult|Fiction|Childrens
2377,Through the Ever Night,Science Fiction|Dystopia|Young Adult|Romance|Fantasy|Science Fiction
2378,Barefoot,
2379,My Friend Leonard,Fiction
2380,Cat on a Hot Tin Roof,Plays|Classics|Drama|Fiction|Plays|Theatre
2381,The Final Warning,Young Adult|Fantasy|Science Fiction
2382,The Golden Fool,
2383,Split Second,
2384,The Fifth Witness,
2385,The Dragonbone Chair,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy
2387,At Home in Mitford (Mitford Years #1),
2388,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Business|Nonfiction|Leadership|Business|Entrepreneurship|Biography|Business|Management
2389,Scorpia,Young Adult|Adventure|Fiction|Action
2390,The Queen of the Tearling,Fantasy|Young Adult|Fiction|Science Fiction|Dystopia
2391,"One False Note (The 39 Clues, Book 2)",
2392,Tithe: A Modern Faerie Tale,
2393,Echo Burning,Thriller|Fiction|Mystery|Mystery|Crime
2394,The Fury and Dark Reunion,
2395,Never Never,
2396,Into the Darkest Corner,Thriller|Mystery|Fiction|Suspense|Thriller|Mystery Thriller|Mystery|Crime
2397,The Further Adventures of Sherlock Holmes (Classic Crime),
2398,Roses Are Red,
2399,"Naked Empire (Sword of Truth, #8)",
2400,Map of Bones,Thriller|Fiction|Adventure|Mystery|Action
2401,The Stranger,
2402,Unbelievable,Young Adult|Contemporary|Fiction
2403,A Passage to India,
2404,Seraphina,Fantasy|Young Adult|Fantasy|Dragons|Romance|Fiction
2405,Morrigan's Cross,Romance|Fantasy|Fantasy|Paranormal|Romance|Paranormal Romance|Paranormal|Vampires|Fiction
2406,The Mammoth Hunters,
2407,Princeps' Fury,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
2408,Love Story,Romance|Fiction|Classics|Womens Fiction|Chick Lit|Contemporary|Novels|Love|Romance|Love Story|Drama|Adult
2409,Chrysanthemum,
2410,Sweet Evil,Young Adult|Fantasy|Paranormal|Paranormal|Angels|Fantasy|Romance|Paranormal|Demons
2411,The Winds of War,Historical|Historical Fiction|Fiction|War|World War II
2412,The Wind Through the Keyhole,
2413,The Last Kingdom,Historical|Historical Fiction|Fiction|Historical|Fantasy
2414,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business|Nonfiction|Business|Entrepreneurship|Buisness|Self Help|Leadership
2415,Bunnicula: A Rabbit-Tale of Mystery,
2416,Exile ,
2417,Ascend,Fantasy|Young Adult|Fantasy|Paranormal|Romance
2418,Kvinden i buret,
2419,Del amor y otros demonios,Fiction|Magical Realism|Classics|Historical|Historical Fiction|Literature
2420,The Demigod Files ,
2421,Musicophilia: Tales of Music and the Brain,Nonfiction|Music|Science|Psychology|Biology|Neuroscience
2422,End of Watch,Horror|Fiction|Thriller|Mystery|Mystery|Crime|Audiobook
2423,Fool,Humor|Fiction|Fantasy|Humor|Comedy|Historical|Historical Fiction
2424,The Book of Lost Things,Fantasy|Fiction|Young Adult|Horror|Fantasy|Fairy Tales
2425,My Life,Biography|Nonfiction|Politics|History|Autobiography|Memoir|Biography|Autobiography
2426,300,
2427,Storm Warning,Mystery|Adventure|Young Adult|Fiction
2428,Only the Good Spy Young,Young Adult|Mystery|Romance|Spy Thriller|Espionage
2429,The Persuader,
2430,Grave Sight ,
2432,"Blood Brothers (Sign of Seven, #1)",
2433,Picture Perfect,Fiction|Womens Fiction|Chick Lit|Contemporary|Romance
2434,るろうに剣心 1,
2435,Catching Jordan,Young Adult|Romance|Contemporary|Sports and Games|Sports|Womens Fiction|Chick Lit|Young Adult|High School
2436,Touching the Void: The True Story of One Man's Miraculous Survival,Nonfiction|Adventure|Sports|Mountaineering|Biography|Travel|Adventure|Survival|Autobiography|Memoir|Mountaineering|Climbing|Nature|Outdoors|Sports and Games|Sports
2437,This Girl,Romance|New Adult|Contemporary|Young Adult|Romance|Contemporary Romance
2438,There Was an Old Lady Who Swallowed a Fly,
2439,Way of the Peaceful Warrior: A Book That Changes Lives,Spirituality|Fiction|Philosophy|Self Help|Inspirational|Psychology|Self Help|Personal Development|Novels|Spirituality|New Age|Religion|Buddhism
2440,The Satanic Verses,Fiction|Magical Realism|Classics|Literature|Cultural|India|Fantasy
2441,Nothing to Envy: Ordinary Lives in North Korea,Nonfiction|History|Politics|Cultural|Asia
2442,Winning,
2443,Collide,Romance|New Adult|Romance|Contemporary Romance|Contemporary
2444,How We Decide,Nonfiction|Psychology|Science|Business|Biology|Neuroscience|Self Help
2445,The Beekeeper's Apprentice,Mystery|Fiction|Historical|Historical Fiction|Historical
2446,"Histoire de Babar, le petit éléphant",
2447,The Warlock,Fantasy|Young Adult|Fantasy|Magic|Fiction|Fantasy|Mythology
2448,First Lord's Fury,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|Magic
2449,The Imperfectionists,Fiction|Short Stories|Cultural|Italy|Contemporary
2450,The Sea of Tranquility,Young Adult|Romance|Contemporary|Sociology|Abuse|Fiction|New Adult|Did Not Finish|Dark|Romance|Contemporary Romance|Young Adult|High School
2451,Persepolis 2 ,
2452,Pyramids,Fantasy|Fiction|Humor
2453,Silverthorn,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
2454,Before I Die,Young Adult|Romance|Fiction|Realistic Fiction|Death
2455,Committed: A Skeptic Makes Peace with Marriage,Nonfiction|Autobiography|Memoir|Biography|Marriage
2456,Keeping the Moon,Young Adult|Romance|Contemporary|Fiction
2457,Four: The Transfer,
2458,"Chainfire (Sword of Truth, #9)",
2459,Mastering the Art of French Cooking,
2460,青の祓魔師 1,
2461,"Confessor (Sword of Truth, #11)",
2462,The Reluctant Fundamentalist,Fiction|Cultural|Pakistan|Contemporary
2463,The False Prince,Fantasy|Young Adult|Adventure|Childrens|Middle Grade|Fiction
2464,"Rabbit, Run",Fiction|Classics|Literature|Novels|Literature|American
2465,Stumbling on Happiness,Psychology|Nonfiction|Science|Self Help
2466,The Waste Land and Other Poems,Poetry|Classics|Fiction|Literature
2467,Little Bear,
2468,The Pit and the Pendulum,Classics|Horror|Short Stories|Fiction|Gothic|Mystery|Literature|Academic|School|Literature|19th Century|Poetry
2469,Lords and Ladies,Fantasy|Humor|Fiction
2470,Thud!,Fantasy|Fiction|Humor
2471,His Majesty's Dragon,Fantasy|Fantasy|Dragons|Historical|Historical Fiction|Fiction|Historical|Science Fiction|Alternate History
2472,The Field Guide,
2473,Radical: Taking Back Your Faith from the American Dream,Nonfiction|Christian|Christian Living|Religion|Christianity|Christian|Religion|Faith|Religion
2474,The 48 Laws of Power,
2475,My Side of the Mountain ,
2476,The Winter Sea,
2477,The Sword Thief,Mystery|Adventure|Young Adult|Fiction
2478,Coma,Fiction|Thriller|Mystery|Horror|Medical|Suspense
2479,Requiem for a Dream,
2480,Into the Wild,Fantasy|Animals|Young Adult|Fiction
2481,Bury My Heart at Wounded Knee: An Indian History of the American West,History|Nonfiction|North American Hi...|American History|Classics|Historical
2482,Śmierć Miasta ,
2483,Rush,Romance|Adult Fiction|Erotica|Erotica|Bdsm|Contemporary|Romance|Contemporary Romance
2484,The Picture of Dorian Gray: A Graphic Novel ,
2485,Swan Song,
2486,The Buried Giant,
2487,Perdido Street Station,Fantasy|Science Fiction|Fiction|Science Fiction|Steampunk|Fantasy|Urban Fantasy
2488,Need,Young Adult|Fantasy|Fantasy|Paranormal|Romance
2489,Witches Abroad,Fantasy|Fiction|Humor
2490,"The Sketch Book of Geoffrey Crayon, Gent",
2491,Heretics of Dune,Science Fiction|Fiction|Fantasy
2492,The Cross and the Switchblade,
2493,Captain's Fury,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
2494,Damned,Fiction|Fantasy|Horror|Humor
2495,Rules,Realistic Fiction|Young Adult|Fiction|Childrens|Middle Grade
2496,Swamplandia!,Fiction|Magical Realism|Abandoned|Fantasy|Contemporary|Literary Fiction
2497,The Last Coyote,Mystery|Fiction|Mystery|Crime|Thriller|Mystery|Detective
2498,Salt: A World History,History|Nonfiction|Food and Drink|Food|Science|Historical
2499,Villette,
2500,Reamde,Fiction|Science Fiction|Thriller
2501,Soul Music,Fantasy|Fiction|Humor
2502,Notorious Nineteen,Mystery|Fiction|Humor|Womens Fiction|Chick Lit|Romance
2503,The Greatest Show on Earth: The Evidence for Evolution,Science|Nonfiction|Biology|Evolution|Science|Biology|Religion
2504,Sin City Volume 1: The Hard Goodbye,
2505,The Greatest Salesman in the World,Business|Self Help|Nonfiction|Self Help|Personal Development|Inspirational|Psychology|Spirituality|Philosophy|Classics|Leadership
2506,Casino Royale,Fiction|Thriller|Mystery|Classics|Spy Thriller|Espionage|Adventure
2507,The Bronze Horseman,Historical|Historical Fiction|Romance|Historical|Romance|Historical Romance|Fiction
2508,Sula,Fiction|Classics|Cultural|African American|Historical|Historical Fiction|Literature
2509,The Atlantis Gene,Science Fiction|Fiction|Thriller|Mystery|Fantasy|Abandoned|Science Fiction Fantasy|Audiobook|Adventure|Did Not Finish
2510,The Red Queen,Historical|Historical Fiction|Historical|Fiction
2511,Something About You,Romance|Romance|Contemporary Romance|Contemporary|Romance|Romantic Suspense|Womens Fiction|Chick Lit|Adult
2512,Mr. Brown Can Moo! Can You?,Childrens|Picture Books|Childrens
2513,Black House ,
2514,Marvel 1602,
2515,Act of Treason,Fiction|Thriller|Spy Thriller|Espionage
2516,The Dog Stars,Fiction|Apocalyptic|Post Apocalyptic|Science Fiction|Science Fiction|Dystopia
2517,The Spy Who Came In from the Cold,Fiction|Thriller|Mystery|Spy Thriller|Espionage|Classics
2518,Academ's Fury,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
2519,When the Wind Blows,Mystery|Fiction|Thriller|Fantasy
2521,O Diário de um Mago,
2522,The Hard Way,Thriller|Fiction|Mystery|Mystery|Crime
2523,The Incredible Journey,Fiction|Animals|Classics|Childrens|Young Adult|Adventure
2524,March,Historical|Historical Fiction|Fiction|Historical|Military History|Civil War
2525,A Wanted Man,
2526,All-Star Superman (Volume 1),
2527,A Song of Ice and Fire,Fantasy|Fiction
2528,Dark Witch,Romance|Fantasy|Fantasy|Paranormal|Fiction|Romance|Paranormal Romance|Paranormal|Witches
2529,Dark Flame,Young Adult|Fantasy|Fantasy|Paranormal|Romance
2530,The Widow,Mystery|Fiction|Thriller|Mystery|Crime|Thriller|Mystery Thriller|Suspense
2531,The Black Circle,Mystery|Adventure|Young Adult|Fiction|Childrens|Middle Grade|Childrens|Fantasy|Childrens|Juvenile|Audiobook|Action
2532,The Prince,Young Adult|Romance|Science Fiction|Dystopia|Novella
2533,The Winner's Curse,Fantasy|Young Adult|Romance|Science Fiction|Dystopia
2534,Push,Fiction|Young Adult|Cultural|African American|Contemporary|Sociology|Abuse
2535,Storia del nuovo cognome,
2536,2010: Odyssey Two,Science Fiction|Fiction
2537,ソウルイーター 1,
2538,Ordinary Grace,Fiction|Mystery|Historical|Historical Fiction|Young Adult|Coming Of Age|Book Club
2539,Last Man Standing,Fiction|Thriller|Mystery|Suspense
2540,American Born Chinese,Sequential Art|Graphic Novels|Young Adult|Sequential Art|Comics|Fiction|Fantasy
2541,Peter Pan (Little Golden Book),
2542,Ten Tiny Breaths,New Adult|Romance|Contemporary|Romance|Contemporary Romance|Young Adult
2543,The Thousand Autumns of Jacob de Zoet,Fiction|Historical|Historical Fiction|Cultural|Japan|Historical|Literary Fiction
2544,The Tragical History of the Life and Death of Doctor Faustus,
2545,Dance with the Devil,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy|Paranormal|Vampires
2546,Lipstick Jungle,
2547,Violets Are Blue,Mystery|Fiction|Thriller|Mystery|Crime
2548,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",
2549,"Blue Moon (Anita Blake, Vampire Hunter, #8)",
2550,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",
2551,The Silent Sister,Fiction|Mystery|Suspense|Audiobook
2552,Player Piano,
2553,The Lost World ,
2554,Monstrous Regiment,Fantasy|Fiction|Humor
2555,Kindred,Historical|Historical Fiction|Fiction|Science Fiction|Fantasy|Science Fiction|Time Travel
2556,"The Long Winter (Little House, #6)",
2557,Boundaries,
2558,"Blue Lily, Lily Blue",Fantasy|Young Adult|Fantasy|Paranormal
2559,Portnoy's Complaint,
2560,The 21 Irrefutable Laws of Leadership,
2561,Cat's Eye,Fiction|Cultural|Canada|Contemporary|Literary Fiction
2562,The Perfect Game,New Adult|Romance|Sports and Games|Sports|Academic|College|Contemporary
2563,Monsters of Men,Young Adult|Science Fiction|Dystopia|Science Fiction|Fantasy
2564,Shadow of the Giant,Science Fiction|Fiction|Science Fiction Fantasy
2565,Wonderstruck,Historical|Historical Fiction|Fiction|Young Adult|Sequential Art|Graphic Novels|Childrens|Middle Grade|Childrens
2566,Simple Abundance:  A Daybook of Comfort and Joy,Nonfiction|Self Help|Spirituality|Inspirational
2567,Blood Red Road ,
2568,The 6th Target,
2569,A Princess of Mars,
2570,MaddAddam,Fiction|Science Fiction|Science Fiction|Dystopia|Apocalyptic|Post Apocalyptic|Fantasy
2571,These Happy Golden Years,
2572,Color: A Natural History of the Palette,Nonfiction|Art|History|Science|Travel|Art|Art History
2573,Skipping Christmas,Fiction|Holiday|Christmas|Humor|Holiday
2574,The Black Ice ,
2575,Home Front,Fiction|Womens Fiction|Chick Lit|Romance|Contemporary
2576,Beautiful Stranger,Romance|Adult Fiction|Erotica|Contemporary|Romance|Contemporary Romance|Adult|New Adult
2577,The Sweet Far Thing,Fantasy|Young Adult|Historical|Historical Fiction|Historical
2578,A Lesson Before Dying,Fiction|Classics|Historical|Historical Fiction|Cultural|African American
2579,SantaLand Diaries,
2580,See Me,Romance|Fiction|Womens Fiction|Chick Lit
2581,Mini Shopaholic,Womens Fiction|Chick Lit|Fiction|Romance
2582,Harry the Dirty Dog,
2583,All Fall Down,
2584,Down and Out in Paris and London,Nonfiction|Classics|Biography|Autobiography|Memoir|Travel
2585,会長はメイド様! 1,
2586,Griffin & Sabine: An Extraordinary Correspondence,
2587,Ruin and Rising,Fantasy|Young Adult|Romance
2589,Certain Girls,
2590,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Nonfiction|Self Help|Autobiography|Memoir|Writing|Essays
2591,Beyond the Highland Mist,Romance|Science Fiction|Time Travel|Romance|Historical Romance|Romance|Paranormal Romance|Fantasy|Fantasy|Paranormal|Historical
2592,The Stranger Beside Me,
2593,Stargazer,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy|Romance
2594,Rising Sun,Fiction|Thriller|Mystery|Suspense|Mystery|Crime
2595,The Other Side of Midnight,Fiction|Thriller|Mystery|Romance|Suspense
2596,The Reversal,Mystery|Fiction|Mystery|Crime|Thriller|Thriller|Legal Thriller
2597,Wayside School is Falling Down,
2598,The Invisible Bridge,
2599,The Fall of Five,Young Adult|Fantasy|Science Fiction
2600,The Mayor of Casterbridge,
2601,The Red Pony,Classics|Fiction|Literature|Young Adult|Animals
2602,Marekors ,
2603,Here on Earth ,
2604,Taltos,
2605,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",
2606,The Daylight War,Fantasy|Fantasy|Epic Fantasy|Fiction|Fantasy|High Fantasy|Fantasy|Magic
2607,The Appeal,
2608,The Woman Who Rides Like a Man,Fantasy|Young Adult|Fiction|Fantasy|Magic
2609,Rivers of London,Fantasy|Fantasy|Urban Fantasy|Mystery|Fiction|Mystery|Crime|Fantasy|Paranormal
2610,Lucy Sullivan is Getting Married,
2611,A Hat Full of Sky,Fantasy|Young Adult|Fiction|Humor
2612,A Suitable Boy,Fiction|Cultural|India|Historical|Historical Fiction|Asian Literature|Indian Literature
2613,We Should All Be Feminists,Nonfiction|Feminism|Writing|Essays
2614,River Marked,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Romance|Shapeshifters|Werewolves|Paranormal|Vampires
2615,I Like You: Hospitality Under the Influence,
2616,Pattern Recognition,Fiction|Science Fiction|Science Fiction|Cyberpunk|Mystery
2617,The Kind Worth Killing,
2618,"1,000 Places to See Before You Die",Travel|Nonfiction|Reference
2619,Physik,
2620,Boy: Tales of Childhood,
2621,Traveling Mercies: Some Thoughts on Faith,Nonfiction|Autobiography|Memoir|Spirituality|Religion|Religion|Faith
2622,Memorial Day,Fiction|Thriller|Action
2623,"Wild Magic (Immortals, #1)",
2624,Prelude to Foundation,Science Fiction|Fiction
2625,You Are Special: A Story for Everyone,
2626,The Wrath & the Dawn,
2627,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,
2628,Why We Broke Up,
2629,The Assassin's Blade,Fantasy|Young Adult|Romance
2630,American Wife,Fiction|Historical|Historical Fiction|Womens Fiction|Chick Lit|Politics
2631,Cursor's Fury,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
2632,The Sparrow,Science Fiction|Fiction|Fantasy|Religion
2633,Mercy,Fiction|Contemporary|Womens Fiction|Chick Lit|Romance
2634,The Paper Magician,Fantasy|Young Adult|Fiction|Fantasy|Magic
2635,"Act Like a Lady, Think Like a Man",
2636,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",History|Nonfiction|Biography|North American Hi...|American History|Politics|Presidents
2637,We Have Always Lived in the Castle,
2638,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,Marriage|Christian|Nonfiction|Relationships|Self Help|Christian|Christian Living
2639,The Brass Verdict,Mystery|Fiction|Mystery|Crime|Thriller|Thriller|Legal Thriller
2640,Star Wars: Dark Force Rising,
2641,Never Go Back ,
2642,The Two Princesses of Bamarre,Fantasy|Young Adult|Fantasy|Fairy Tales|Fiction|Childrens
2643,Black Boy: A Record of Youth and Childhood,
2644,Cane River,Historical|Historical Fiction|Fiction|Historical|Cultural|African American|American|Southern|Adult|Book Club|Novels|Adult Fiction|Family
2645,"Phantom (Sword of Truth, #10)",
2646,Foundation and Earth,Science Fiction|Fiction
2647,Flags of Our Fathers,
2648,Winnie-the-Pooh & The House at Pooh Corner,
2649,An Autobiography or The Story of My Experiments with Truth,
2650,It's Not About the Bike: My Journey Back to Life,
2651,Undaunted Courage,
2652,H is for Hawk,Nonfiction|Autobiography|Memoir|Environment|Nature|Biography|Animals
2653,Us,
2654,Sojourn (Dark Elf #3),
2655,"Ender's Game, Volume 1: Battle School ",
2656,君に届け 1,
2657,False Memory,Horror|Fiction|Thriller|Mystery
2658,Moving Pictures,Fantasy|Fiction|Humor
2659,Captive in the Dark,Dark|Adult Fiction|Erotica|Romance|Erotica|Bdsm|Adult
2660,As a Man Thinketh,Self Help|Nonfiction|Philosophy|Self Help|Personal Development|Psychology|Classics
2661,Bonk: The Curious Coupling of Science and Sex,Nonfiction|Science|Humor|Sexuality|Psychology
2662,Midnight Alley,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy
2663,Das Lavendelzimmer ,
2664,Sweet Tooth,Fiction|Historical|Historical Fiction|Mystery|European Literature|British Literature|Literary Fiction
2665,"Twisted Perfection (Perfection, #1)",
2666,Executive Orders,Fiction|Thriller|War|Military Fiction
2667,One Thousand Gifts,
2668,Psycho,Horror|Classics|Fiction|Thriller|Mystery|Mystery|Crime
2669,Ship of Magic,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
2670,Where Eagles Dare ,
2671,Circle of Friends,
2672,milk and honey,
2673,Rainbow Six,Fiction|War|Military Fiction|Action
2674,Fragile Things: Short Fictions and Wonders,Fantasy|Short Stories|Fiction|Horror
2675,Sister,Thriller|Mystery|Crime|Mystery|Fiction|Suspense
2676,三体,
2677,Thief of Time,Fantasy|Fiction|Humor
2678,Superman: Red Son,
2679,Three Junes,Fiction|Book Club|Contemporary
2680,The Autobiography of Benjamin Franklin,
2681,The Reason for God: Belief in an Age of Skepticism,Christian|Religion|Theology|Nonfiction|Religion|Religion|Christianity|Religion|Faith
2682,King of Thorns,Fantasy|Fiction|Fantasy|Dark Fantasy|Fantasy|Epic Fantasy
2683,The Sins of the Father,
2684,Shadowland,Young Adult|Fantasy|Paranormal|Fantasy|Paranormal|Ghosts|Romance
2685,Killer ,
2686,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,
2687,Fang,Young Adult|Fantasy|Science Fiction
2688,The Peach Keeper ,
2689,The Napping House,
2690,The Short Drop ,
2691,You Suck ,
2692,Beautiful Oblivion,Romance|New Adult|Contemporary|Romance|Contemporary Romance
2693,A Fire Upon The Deep,
2694,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",
2695,The Face on the Milk Carton,Young Adult|Mystery|Fiction|Childrens|Realistic Fiction
2696,Put Me in the Zoo,
2697,"Firelight (Firelight, #1)",
2698,Le città invisibili,
